Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_per_year,years_since_promotion_ratio,satisfaction_score,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
22,0,8,1,2,1,1,1,2451,1,0,15,3,1,1,4,3,2,4,3,1,1,7353.0,0.25,1.6666666666666667,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
48,0,6,3,1,2,2,3,4240,2,0,13,3,4,0,19,0,3,2,2,2,2,2677.8947368421054,0.10526315789473684,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48,0,4,4,3,2,3,3,10999,7,0,14,3,2,0,27,3,3,15,11,4,8,4888.444444444444,0.14814814814814814,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41,0,7,2,4,3,2,3,5003,6,0,14,3,2,0,8,6,3,2,2,2,1,7504.5,0.25,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
39,0,1,1,4,2,4,4,12742,1,0,16,3,3,1,21,3,3,21,6,11,8,7281.142857142857,0.5238095238095238,3.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,0,2,4,1,3,2,4,4227,0,0,18,3,2,1,4,2,3,3,2,2,2,12681.0,0.5,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,0,10,3,2,3,1,4,3917,1,0,20,4,1,1,3,4,2,3,2,1,2,15668.0,0.3333333333333333,2.6666666666666665,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
42,0,5,2,4,3,5,3,18303,6,0,13,3,2,0,21,3,4,1,0,0,0,10458.857142857143,0.0,3.6666666666666665,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50,0,9,3,1,3,1,4,2380,4,0,18,3,2,0,8,5,3,1,0,0,0,3570.0,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
59,0,2,3,3,2,4,4,13726,3,1,13,3,1,0,30,4,3,5,3,4,3,5490.4,0.13333333333333333,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,1,11,2,1,1,2,2,4777,5,0,15,3,1,0,15,2,1,1,0,0,0,3821.6,0.0,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55,0,18,4,3,3,2,2,6385,3,1,14,3,4,2,17,3,3,8,7,6,7,4507.058823529412,0.35294117647058826,2.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
41,0,7,1,2,1,5,3,19973,1,0,22,4,2,2,21,3,3,21,16,5,10,11413.142857142857,0.23809523809523808,2.6666666666666665,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0,3,4,2,3,2,4,6861,8,1,12,3,3,0,19,1,3,1,0,0,0,4333.263157894737,0.0,3.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26,1,29,2,2,1,2,1,4969,8,0,18,3,4,0,7,6,3,2,2,2,2,8518.285714285714,0.2857142857142857,2.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
52,1,2,1,1,1,5,4,19845,1,0,15,3,4,1,33,3,3,32,14,6,9,7216.363636363636,0.18181818181818182,2.6666666666666665,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,0,28,3,4,4,4,4,13320,3,1,18,3,3,1,23,2,3,12,11,11,11,6949.565217391304,0.4782608695652174,3.6666666666666665,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
50,0,1,3,4,3,2,3,6347,0,0,12,3,1,1,19,3,3,18,7,0,13,4008.6315789473683,0.0,3.3333333333333335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,1,16,4,3,4,1,1,2743,1,0,16,3,3,0,18,1,3,17,13,15,14,1828.6666666666667,0.8333333333333334,2.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,0,22,3,4,3,3,1,10880,1,1,13,3,3,0,21,2,3,21,6,2,8,6217.142857142857,0.09523809523809523,2.6666666666666665,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
33,0,8,1,2,2,1,4,2342,0,0,19,3,4,0,3,2,2,2,2,2,2,9368.0,0.6666666666666666,2.6666666666666665,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
45,0,11,2,4,3,4,4,17650,3,0,13,3,2,1,26,4,4,9,3,1,1,8146.153846153846,0.038461538461538464,4.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,0,29,4,4,3,1,3,4025,9,0,12,3,2,0,10,2,3,8,7,7,7,4830.0,0.7,3.3333333333333335,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
34,0,1,4,2,4,2,4,9725,0,0,11,3,4,1,16,2,2,15,1,0,9,7293.75,0.0,2.6666666666666665,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
59,0,1,2,2,3,3,4,11904,3,1,14,3,3,1,14,1,1,6,4,0,4,10203.42857142857,0.0,2.3333333333333335,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
45,0,24,4,2,3,1,2,2177,1,0,16,3,1,0,6,3,3,6,3,0,4,4354.0,0.0,2.3333333333333335,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
53,0,2,3,3,2,3,2,7525,2,0,12,3,1,1,30,2,3,15,7,6,12,3010.0,0.2,2.6666666666666665,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,1,15,3,1,3,2,3,4834,7,0,14,3,2,1,9,3,2,1,0,0,0,6445.333333333333,0.0,2.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
26,1,2,3,1,3,1,1,2042,6,1,14,3,2,1,6,2,3,3,2,1,2,4084.0,0.16666666666666666,1.6666666666666667,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34,0,10,4,3,3,1,3,2220,1,1,19,3,4,1,1,2,3,1,1,0,0,26640.0,0.0,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
28,0,10,1,4,3,1,2,1052,1,0,22,4,2,0,1,5,3,1,0,0,0,12624.0,0.0,3.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
38,0,3,4,3,3,1,3,2821,3,0,16,3,1,1,8,2,3,2,2,2,2,4231.5,0.25,3.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
50,0,2,4,2,3,5,3,19237,2,1,11,3,4,1,29,2,2,8,1,7,7,7960.137931034483,0.2413793103448276,2.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
37,0,3,3,4,3,2,2,4107,3,0,15,3,1,0,8,3,2,4,3,0,1,6160.5,0.0,2.6666666666666665,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,0,26,3,3,3,2,1,8396,1,0,14,3,2,1,8,3,2,7,7,7,5,12594.0,0.875,2.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26,0,1,1,1,2,1,3,2007,1,0,13,3,3,2,5,5,3,5,3,1,3,4816.8,0.2,2.3333333333333335,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46,0,1,4,4,3,5,4,19627,9,0,17,3,4,2,23,0,3,2,2,2,2,10240.173913043478,0.08695652173913043,3.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
54,0,2,4,3,2,3,3,10686,6,0,11,3,2,1,13,4,3,9,4,7,0,9864.0,0.5384615384615384,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
56,0,9,3,1,3,1,3,2942,2,0,19,3,2,1,18,4,3,5,4,0,3,1961.3333333333333,0.0,2.3333333333333335,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,12,5,4,2,3,4,8858,0,0,11,3,2,0,15,2,2,14,8,7,8,7086.4,0.4666666666666667,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
55,0,2,1,3,2,4,1,16756,7,0,15,3,2,0,31,3,4,9,7,6,2,6486.193548387097,0.1935483870967742,2.6666666666666665,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43,0,25,3,3,2,3,4,10798,5,0,13,3,3,1,18,5,3,1,0,0,0,7198.666666666667,0.0,3.3333333333333335,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20,1,9,3,4,3,1,4,2323,1,1,14,3,2,0,2,3,3,2,2,0,2,13938.0,0.0,3.6666666666666665,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,1,10,3,3,2,1,1,1416,1,0,13,3,1,0,1,6,2,1,0,1,0,16992.0,1.0,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46,0,8,4,4,2,2,1,4615,8,1,23,4,1,3,19,2,3,16,13,1,7,2914.7368421052633,0.05263157894736842,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,1,4,4,1,3,1,3,2461,9,1,12,3,3,3,18,2,4,10,0,2,7,1640.6666666666667,0.1111111111111111,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,1,24,2,2,2,3,1,8722,1,0,12,3,1,0,10,2,2,10,7,1,9,10466.4,0.1,1.6666666666666667,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
26,0,1,2,1,2,1,1,3955,1,0,16,3,1,2,6,2,3,5,3,1,3,7910.0,0.16666666666666666,1.6666666666666667,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
30,0,20,3,3,3,2,1,9957,0,0,15,3,3,1,7,1,2,6,2,0,2,17069.14285714286,0.0,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
41,0,7,2,2,4,1,3,3376,1,0,13,3,3,0,10,3,3,10,6,0,8,4051.2,0.0,2.6666666666666665,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
38,0,17,1,3,2,3,3,8823,0,0,18,3,1,1,20,4,2,19,9,1,9,5293.8,0.05,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,0,20,4,1,3,3,4,10322,4,0,20,4,4,1,14,6,3,11,10,11,1,8847.42857142857,0.7857142857142857,2.6666666666666665,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
27,0,8,5,1,1,1,3,4621,1,0,19,3,4,3,3,4,3,3,2,1,2,18484.0,0.3333333333333333,2.3333333333333335,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
55,0,2,1,4,3,3,2,10976,3,0,18,3,2,1,23,4,3,3,2,1,2,5726.608695652174,0.043478260869565216,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
28,0,10,3,3,3,2,3,3660,3,0,13,3,4,0,10,4,4,8,7,1,7,4392.0,0.1,3.3333333333333335,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
44,1,1,2,2,2,3,1,10482,9,0,14,3,4,1,24,1,3,20,6,3,6,5241.0,0.125,2.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
33,0,5,3,4,2,3,4,7119,4,0,15,3,3,1,9,2,3,3,2,1,2,9492.0,0.1111111111111111,3.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,1,4,3,4,3,3,1,9582,0,1,22,4,1,0,9,2,3,8,7,4,7,12776.0,0.4444444444444444,2.6666666666666665,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
33,1,29,4,1,2,2,3,4508,1,0,22,4,2,0,14,4,3,13,7,3,8,3864.0,0.21428571428571427,2.3333333333333335,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
28,0,15,2,1,3,1,3,2207,1,0,16,3,4,1,4,5,2,4,2,2,2,6621.0,0.5,2.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
34,0,3,1,1,3,2,4,7756,0,0,17,3,3,0,7,1,2,6,2,0,4,13296.0,0.0,2.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,0,10,4,4,2,2,4,6694,2,1,14,3,3,3,8,5,3,1,0,0,0,10041.0,0.0,3.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,1,4,1,4,3,1,4,3691,1,1,15,3,2,1,7,3,4,7,7,5,6,6327.428571428572,0.7142857142857143,4.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
26,1,21,3,1,3,1,3,2377,1,0,20,4,3,1,1,0,2,1,1,0,0,28524.0,0.0,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
33,1,25,3,1,2,1,2,2313,4,1,20,4,2,0,5,0,3,2,2,2,2,5551.2,0.4,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
42,0,2,2,4,3,4,1,17665,0,0,17,3,4,1,23,3,3,22,6,13,7,9216.521739130434,0.5652173913043478,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
28,1,1,3,1,2,1,2,2596,1,0,15,3,1,2,1,2,3,1,0,0,0,31152.0,0.0,2.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
50,1,1,4,4,3,2,3,4728,3,1,14,3,4,0,5,4,3,0,0,0,0,11347.2,0.0,3.3333333333333335,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
33,0,7,3,4,3,2,2,4302,0,0,17,3,3,1,4,3,3,3,2,0,2,12906.0,0.0,3.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,0,3,4,3,2,1,4,2979,3,0,17,3,4,3,6,2,3,0,0,0,0,5958.0,0.0,3.3333333333333335,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
48,0,1,4,1,4,4,4,16885,2,0,22,4,3,0,27,3,2,5,4,2,1,7504.444444444444,0.07407407407407407,2.3333333333333335,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
45,0,9,4,2,2,2,3,5593,1,0,13,3,4,1,15,2,3,15,10,4,12,4474.4,0.26666666666666666,2.6666666666666665,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
52,0,7,4,2,3,3,2,10445,7,0,19,3,4,0,18,4,3,8,6,4,0,6963.333333333333,0.2222222222222222,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0,10,4,3,2,3,3,8740,0,1,14,3,2,2,9,2,3,8,7,2,7,11653.333333333334,0.2222222222222222,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,0,28,4,3,3,1,4,2514,4,0,22,4,1,1,11,1,3,7,5,1,7,2742.5454545454545,0.09090909090909091,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0,3,3,4,3,3,2,7655,0,0,17,3,2,3,10,3,2,9,7,1,7,9186.0,0.1,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,3,1,1,3,4,3,17465,3,0,12,3,4,1,23,3,3,12,9,4,9,9112.173913043478,0.17391304347826086,2.3333333333333335,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
38,0,2,2,4,3,3,2,7351,7,0,16,3,3,0,10,2,3,1,0,0,0,8821.2,0.0,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
43,0,27,3,3,3,3,1,10820,8,0,11,3,3,1,18,1,3,8,7,0,1,7213.333333333333,0.0,2.3333333333333335,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39,1,2,3,1,3,4,4,12169,7,0,11,3,4,3,21,4,3,18,7,11,5,6953.714285714285,0.5238095238095238,2.6666666666666665,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,0,14,3,3,2,5,3,19626,1,0,14,3,1,0,21,2,4,20,7,4,9,11214.857142857143,0.19047619047619047,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
21,0,1,1,4,2,1,2,2070,1,1,11,3,3,0,2,6,4,2,2,2,2,12420.0,1.0,3.3333333333333335,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39,0,9,3,3,3,2,2,6782,9,0,15,3,3,0,9,2,2,5,4,0,3,9042.666666666666,0.0,2.3333333333333335,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
36,0,18,4,1,3,2,4,7779,2,0,20,4,1,0,18,0,3,11,9,0,9,5186.0,0.0,2.6666666666666665,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31,0,20,3,3,4,1,4,2791,0,0,12,3,1,1,3,4,3,2,2,2,2,11164.0,0.6666666666666666,3.3333333333333335,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
28,0,2,1,1,2,1,2,3201,0,0,17,3,1,0,6,2,1,5,3,0,4,6402.0,0.0,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35,0,11,2,4,3,2,4,4968,1,0,11,3,4,1,5,3,3,5,2,0,2,11923.2,0.0,3.6666666666666665,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49,0,8,4,4,2,4,2,13120,6,0,17,3,2,1,22,3,3,9,8,2,3,7156.363636363636,0.09090909090909091,3.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
34,0,2,2,4,3,2,3,4033,2,0,11,3,4,0,5,3,2,3,2,0,2,9679.2,0.0,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
29,0,10,3,4,3,1,2,3291,0,0,14,3,4,2,8,2,2,7,5,1,1,4936.5,0.125,2.6666666666666665,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,0,29,3,2,1,2,4,4272,4,0,19,3,1,0,16,3,3,1,0,0,0,3204.0,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
29,0,8,1,2,2,2,4,5056,1,1,15,3,3,1,10,2,2,10,7,1,2,6067.2,0.1,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
38,0,1,3,3,4,1,3,2844,1,0,13,3,4,1,7,2,4,7,6,5,0,4875.428571428572,0.7142857142857143,3.3333333333333335,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
28,0,6,3,3,2,1,3,2703,1,1,14,3,4,1,3,2,3,3,1,0,2,10812.0,0.0,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18,1,8,1,3,3,1,3,1904,1,0,12,3,4,0,0,0,3,0,0,0,0,22848.0,0.0,3.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
33,1,9,4,1,3,2,1,8224,0,1,17,3,1,0,6,3,3,5,2,0,3,16448.0,0.0,1.6666666666666667,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,0,12,4,2,3,1,4,4766,3,1,11,3,1,1,6,4,3,1,0,0,0,9532.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
31,1,15,3,3,3,1,3,2610,1,0,12,3,3,1,2,5,2,2,2,2,2,15660.0,1.0,2.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
37,0,25,2,3,2,2,4,5731,7,0,13,3,3,2,9,2,3,6,2,1,3,7641.333333333333,0.1111111111111111,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,6,3,4,2,1,3,2539,1,0,13,3,3,1,4,0,3,4,2,2,2,7617.0,0.5,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34,0,9,1,2,3,2,3,5714,1,0,20,4,1,0,6,3,2,6,5,1,3,11428.0,0.16666666666666666,2.3333333333333335,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,8,4,3,3,1,3,4323,1,0,17,3,2,0,6,2,1,5,4,1,4,8646.0,0.16666666666666666,2.3333333333333335,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
29,1,23,1,4,2,3,1,7336,1,0,13,3,1,1,11,3,1,11,8,3,10,8002.909090909091,0.2727272727272727,2.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40,0,9,4,2,3,3,3,13499,9,0,17,3,3,0,20,3,2,18,7,2,13,8099.4,0.1,2.3333333333333335,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
42,1,12,3,3,3,4,1,13758,0,1,12,3,2,0,22,2,2,21,9,13,14,7504.363636363636,0.5909090909090909,2.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
42,0,4,4,2,3,2,1,5155,7,0,13,3,4,0,9,3,4,6,4,1,5,6873.333333333333,0.1111111111111111,2.3333333333333335,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,0,1,4,4,2,1,3,2258,6,0,12,3,2,1,10,2,3,8,0,1,7,2709.6,0.1,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
24,0,24,3,4,3,1,2,3597,8,0,22,4,4,0,6,2,3,4,3,1,2,7194.0,0.16666666666666666,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
28,1,12,1,3,3,1,4,2515,1,1,11,3,4,0,1,4,2,1,1,0,0,30180.0,0.0,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,0,3,4,1,4,1,4,4420,1,0,22,4,2,1,8,2,3,8,7,0,7,6630.0,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
30,0,10,3,3,2,2,3,6578,1,0,18,3,1,1,10,3,3,10,3,1,4,7893.6,0.1,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
40,0,26,2,3,2,2,4,4422,3,1,13,3,4,1,16,3,1,1,1,0,0,3316.5,0.0,2.6666666666666665,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,2,3,3,2,3,2,10274,2,0,18,3,2,1,15,2,4,7,7,6,4,8219.2,0.4,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,0,1,3,4,2,2,1,5343,0,0,20,4,3,0,14,3,3,13,9,4,9,4579.714285714285,0.2857142857142857,2.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
35,0,4,4,4,2,1,4,2376,1,0,13,3,2,1,2,2,4,2,2,2,2,14256.0,1.0,4.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
43,1,9,3,1,1,2,3,5346,8,0,13,3,2,0,7,2,2,4,3,1,3,9164.57142857143,0.14285714285714285,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,0,2,1,3,3,1,1,2827,1,0,12,3,3,3,1,3,3,1,0,0,0,33924.0,0.0,2.3333333333333335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,0,4,4,4,3,5,1,19943,4,0,13,3,4,1,28,2,3,5,2,4,2,8547.0,0.14285714285714285,2.6666666666666665,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29,0,6,1,2,3,1,4,3131,1,0,13,3,1,1,10,5,3,10,8,0,8,3757.2,0.0,3.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
19,0,9,2,3,3,1,1,2552,1,0,25,4,3,0,1,4,3,1,1,0,0,30624.0,0.0,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
45,0,7,3,1,3,1,3,4477,4,1,19,3,3,1,7,2,2,3,2,0,2,7674.857142857143,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,1,3,4,2,2,4,6474,1,0,13,3,2,1,14,2,2,14,8,3,11,5549.142857142857,0.21428571428571427,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,3,3,1,2,1,3,3033,1,0,12,3,1,0,2,2,2,2,2,1,2,18198.0,0.5,2.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
44,1,10,4,3,3,1,3,2936,1,1,11,3,3,0,6,4,3,6,4,0,2,5872.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
53,0,7,2,4,3,5,3,18606,3,0,18,3,2,1,26,6,3,7,7,4,7,8587.384615384615,0.15384615384615385,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,0,15,1,2,1,1,4,2168,0,1,18,3,1,1,6,2,2,5,4,1,3,4336.0,0.16666666666666666,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
22,1,3,4,3,2,1,4,2853,0,1,11,3,2,1,1,5,3,0,0,0,0,34236.0,0.0,3.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
46,0,2,3,3,3,4,1,17048,8,0,23,4,1,0,28,2,3,26,15,15,9,7306.285714285715,0.5357142857142857,2.3333333333333335,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,0,17,3,4,1,1,3,2290,2,0,13,3,4,0,6,3,3,0,0,0,0,4580.0,0.0,3.3333333333333335,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
